1.23,71.4286
2.07,72.2892
2.9,72.2892
3.73,68.1818
4.61,64.5161
5.54,61.2245
6.52,63.8298
7.46,64.5161
8.39,64.5161
9.32,59.4059
10.33,58.8235
11.35,59.4059
12.36,60.6061
13.35,61.8557
14.32,63.1579
15.27,61.2245
16.25,60
17.25,63.1579
18.2,66.6667
19.1,70.5882
19.95,69.7674
20.81,61.8557
21.78,64.5161
22.71,64.5161
23.64,72.2892
26.02,74.0741
26.83,74.0741
27.64,71.4286
28.48,71.4286
29.32,74.0741
30.13,73.1707
30.95,66.6667
31.85,60
32.85,64.5161
33.78,68.1818
34.66,69.7674
35.52,70.5882
36.37,68.9655
37.24,67.4157
38.13,65.9341
39.04,65.2174
39.96,68.1818
40.84,61.8557
41.81,60
42.81,63.8298
43.75,69.7674
44.61,73.1707
45.43,72.2892
46.26,68.1818
47.14,68.1818
48.02,68.1818
48.9,65.2174
49.82,66.6667
50.72,67.4157
51.61,64.5161
52.54,66.6667
53.44,66.6667
54.34,65.9341
55.25,65.9341
56.16,68.1818
57.04,68.1818
57.92,64.5161
58.85,67.4157
59.74,68.1818
60.62,65.9341
61.53,67.4157
62.42,68.9655
63.29,66.6667
64.19,71.4286
65.03,72.2892
65.86,72.2892
66.69,65.2174
67.61,68.9655
68.48,69.7674
69.34,71.4286
70.18,68.9655
71.05,71.4286
71.89,71.4286
72.73,70.5882
73.58,72.2892
74.41,75.9494
75.2,74.0741
76.01,71.4286
76.85,71.4286
77.69,74.0741
78.5,76.9231
79.28,75.9494
80.07,70.5882
80.92,69.7674
81.78,65.2174
82.7,69.7674
83.56,74.0741
84.37,75
85.17,74.0741
85.98,70.5882
86.83,68.1818
87.71,70.5882
88.56,73.1707
89.38,77.9221
90.15,81.0811
92.3,76.9231
93.08,72.2892
93.91,68.1818
94.79,68.9655
95.66,70.5882
96.51,72.2892
97.34,73.1707
98.16,71.4286
99,75
99.8,75.9494
100.59,76.9231
101.37,68.9655
102.24,71.4286
103.08,67.4157
103.97,75
104.77,75.9494
105.56,68.9655
106.43,65.2174
107.35,68.1818
108.23,70.5882
109.08,72.2892
109.91,70.5882
110.76,65.2174
111.68,63.8298
112.62,67.4157
113.51,70.5882
114.36,73.1707
115.18,72.2892
116.01,70.5882
116.86,70.5882
117.71,75
118.51,73.1707
119.33,66.6667
120.23,65.2174
121.15,68.9655
122.02,72.2892
122.85,68.1818
123.73,65.2174
124.65,64.5161
125.58,65.2174
126.5,67.4157
127.39,65.2174
128.31,63.8298
129.25,65.9341
130.16,68.9655
131.03,68.1818
131.91,66.6667
132.81,65.9341
133.72,68.9655
134.59,76.9231
136.85,74.0741
138.64,65.2174
139.56,70.5882
140.41,76.9231
141.19,80
141.94,80
143.56,68.9655
144.43,68.9655
145.3,71.4286
146.14,74.0741
146.95,77.9221
147.72,81.0811
148.46,82.1918
149.19,78.9474
149.95,75
150.75,75.9494
151.54,75.9494
152.33,75.9494
153.12,77.9221
153.89,80
154.64,82.1918
155.37,84.507
156.08,86.9565
157.44,89.5522
158.11,86.9565
158.8,84.507
159.51,83.3333
160.23,85.7143
160.93,85.7143
161.63,81.0811
162.37,71.4286
165.88,66.6667
166.78,65.9341
167.69,67.4157
168.58,67.4157
169.47,65.9341
170.38,72.2892
171.21,75
172.01,78.9474
172.77,82.1918
173.5,83.3333
174.22,82.1918
174.95,83.3333
175.67,82.1918
176.4,78.9474
177.16,78.9474
177.92,76.9231
178.7,76.9231
179.48,78.9474
180.24,80
180.99,81.0811
181.73,74.0741
182.54,70.5882
183.39,72.2892
184.22,75.9494
185.01,76.9231
185.79,77.9221
186.56,78.9474
187.32,80
188.07,82.1918
188.8,81.0811
189.54,82.1918
190.27,83.3333
190.99,83.3333
191.71,84.507
192.42,85.7143
193.12,88.2353
193.8,90.9091
194.46,90.9091
195.12,93.75
195.76,95.2381
196.39,95.2381
197.02,96.7742
198.24,98.3607
198.85,98.3607
199.46,93.75
202.38,80
203.13,78.9474
203.89,75.9494
204.68,75
205.48,75.9494
206.27,75
207.07,76.9231
207.85,76.9231
208.63,71.4286
209.47,72.2892
210.3,75
211.1,72.2892
211.93,72.2892
212.76,76.9231
213.54,76.9231
214.32,75.9494
215.11,72.2892
215.94,72.2892
216.77,78.9474
217.53,84.507
218.24,84.507
218.95,86.9565
219.64,83.3333
220.36,81.0811
221.1,74.0741
221.91,77.9221
222.68,74.0741
223.49,73.1707
224.31,71.4286
225.15,76.9231
225.93,80
226.68,80
227.43,83.3333
228.15,84.507
228.86,88.2353
229.54,88.2353
230.22,85.7143
230.92,83.3333
231.64,77.9221
232.41,73.1707
233.23,75
234.03,77.9221
234.8,78.9474
235.56,81.0811
236.3,78.9474
237.06,78.9474
237.82,78.9474
238.58,77.9221
239.35,75
240.15,75
240.95,75.9494
241.74,74.0741
242.55,75.9494
243.34,74.0741
244.15,75
244.95,75
245.75,75.9494
246.54,75.9494
247.33,75.9494
248.12,78.9474
248.88,83.3333
249.6,83.3333
250.32,82.1918
251.05,85.7143
251.75,82.1918
252.48,78.9474
253.24,76.9231
254.02,75
254.82,76.9231
255.6,75.9494
256.39,76.9231
257.17,76.9231
257.95,76.9231
258.73,75.9494
259.52,76.9231
260.3,75.9494
261.09,74.0741
261.9,73.1707
262.72,75
263.52,75
264.32,75
265.12,75.9494
265.91,77.9221
266.68,80
267.43,80
268.18,75.9494
268.97,72.2892
269.8,69.7674
270.66,75.9494
271.45,81.0811
272.19,82.1918
272.92,82.1918
273.65,86.9565
274.34,85.7143
275.04,75.9494
275.83,74.0741
276.64,69.7674
279.33,68.9655
280.2,75.9494
280.99,78.9474
281.75,80
282.5,78.9474
283.26,76.9231
284.04,71.4286
284.88,72.2892
285.71,74.0741
286.52,75.9494
287.31,76.9231
288.09,74.0741
288.9,72.2892
289.73,69.7674
290.59,66.6667
291.49,69.7674
292.35,73.1707
293.17,75.9494
293.96,77.9221
294.73,75.9494
295.52,72.2892
296.35,68.9655
297.22,69.7674
298.08,72.2892
298.91,71.4286
299.75,72.2892
300.58,74.0741
301.39,70.5882
302.24,67.4157
303.13,66.6667
304.03,65.9341
304.94,69.7674
305.8,74.0741
306.61,71.4286
307.45,70.5882
308.3,69.7674
309.16,68.9655
310.03,67.4157
310.92,71.4286
311.76,74.0741
312.57,75
313.37,75.9494
314.16,73.1707
314.98,75
315.78,75
316.58,80
317.33,81.0811
318.07,83.3333
318.79,85.7143
319.49,86.9565
320.18,86.9565
320.87,85.7143
321.57,80
322.32,72.2892
323.15,68.9655
324.02,71.4286
324.86,73.1707
325.68,75
326.48,74.0741
327.29,73.1707
328.11,70.5882
328.96,69.7674
329.82,72.2892
330.65,74.0741
331.46,74.0741
332.27,70.5882
333.12,65.2174
334.04,63.1579
334.99,65.9341
335.9,71.4286
336.74,73.1707
337.56,72.2892
338.39,70.5882
339.24,68.1818
340.12,67.4157
341.01,72.2892
341.84,73.1707
342.66,71.4286
343.5,67.4157
344.39,65.2174
345.31,67.4157
346.2,65.9341
347.11,67.4157
348,68.9655
348.87,68.9655
349.74,67.4157
350.63,70.5882
351.48,72.2892
352.31,78.9474
353.07,80
353.82,77.9221
354.59,70.5882
355.44,69.7674
356.3,73.1707
357.12,75
357.92,75.9494
358.71,75
359.51,70.5882
360.36,71.4286
361.2,70.5882
362.05,68.9655
362.92,68.9655
363.79,68.1818
364.67,71.4286
365.51,71.4286
366.35,73.1707
367.17,72.2892
368,73.1707
368.82,75.9494
369.61,80
370.36,83.3333
371.08,82.1918
371.81,78.9474
373.47,66.6667
374.37,70.5882
375.22,73.1707
376.04,75
376.84,74.0741
377.65,75
378.45,76.9231
379.23,76.9231
380.01,76.9231
380.79,75
381.59,75.9494
382.38,72.2892
383.21,70.5882
384.06,70.5882
384.91,72.2892
385.74,73.1707
386.56,74.0741
387.37,76.9231
388.15,80
388.9,80
389.65,78.9474
390.41,78.9474
391.17,76.9231
391.95,75
392.75,75
393.55,75
394.35,75.9494
395.14,75.9494
395.93,75
396.73,80
397.48,80
398.23,80
398.98,76.9231
399.76,75
400.56,75
401.36,74.0741
402.17,72.2892
403,70.5882
403.85,68.1818
404.73,68.9655
405.6,70.5882
406.45,70.5882
407.3,64.5161
408.23,62.5
409.19,65.2174
410.11,67.4157
411,71.4286
411.84,73.1707
412.66,75.9494
413.45,75.9494
414.24,75
415.04,75
415.84,74.0741
416.65,75.9494
417.44,72.2892
418.27,69.7674
419.13,71.4286
419.97,73.1707
420.79,75
421.59,75
422.39,80
423.14,80
423.89,78.9474
424.65,77.9221
425.42,74.0741
426.23,71.4286
427.07,75.9494
427.86,76.9231
428.64,78.9474
429.4,81.0811
430.14,83.3333
430.86,85.7143
431.56,86.9565
432.25,86.9565
432.94,89.5522
433.61,90.9091
434.27,92.3077
434.92,90.9091
435.58,92.3077
436.23,92.3077
436.88,92.3077
437.53,89.5522
438.2,83.3333
438.92,82.1918
439.65,83.3333
440.37,82.1918
441.1,83.3333
441.82,85.7143
442.52,86.9565
443.21,88.2353
443.89,89.5522
444.56,86.9565
445.25,85.7143
445.95,82.1918
446.68,83.3333
447.4,84.507
448.11,84.507
448.82,84.507
449.53,81.0811
450.27,78.9474
451.03,78.9474
451.79,80
452.54,80
453.29,81.0811
454.03,78.9474
454.79,77.9221
455.56,78.9474
456.32,75.9494
457.11,78.9474
457.87,78.9474
458.63,81.0811
459.37,82.1918
460.1,84.507
460.81,83.3333
461.53,82.1918
462.26,81.0811
463,77.9221
463.77,77.9221
464.54,78.9474
465.3,80
466.05,82.1918
466.78,83.3333
467.5,84.507
468.21,84.507
468.92,83.3333
469.64,85.7143
470.34,84.507
471.05,84.507
471.76,86.9565
472.45,88.2353
473.13,86.9565
473.82,86.9565
474.51,86.9565
475.2,88.2353
475.88,86.9565
476.57,88.2353
477.25,89.5522
477.92,90.9091
478.58,90.9091
479.24,90.9091
479.9,90.9091
480.56,92.3077
481.21,93.75
481.85,92.3077
482.5,95.2381
483.13,95.2381
483.76,93.75
484.4,92.3077
485.05,89.5522
485.72,89.5522
486.39,89.5522
487.06,88.2353
489.79,90.9091
490.45,89.5522
491.12,90.9091
491.78,92.3077
492.43,92.3077
493.08,85.7143
493.78,78.9474
494.54,80
495.29,82.1918
496.02,83.3333
496.74,81.0811
497.48,81.0811
498.22,83.3333
498.94,84.507
499.65,83.3333
500.37,83.3333
501.09,84.507
501.8,83.3333
502.52,85.7143
503.22,86.9565
503.91,86.9565
504.6,90.9091
505.26,90.9091
505.92,90.9091
506.58,92.3077
507.23,95.2381
507.86,93.75
508.5,95.2381
509.13,95.2381
509.76,95.2381
510.39,93.75
511.03,93.75
511.67,86.9565
512.36,84.507
513.07,81.0811
513.81,78.9474
514.57,80
515.32,81.0811
516.06,82.1918
516.79,80
517.54,78.9474
518.3,80
519.05,82.1918
519.78,85.7143
520.48,86.9565
521.17,89.5522
521.84,90.9091
522.5,89.5522
523.17,86.9565
523.86,78.9474
524.62,75.9494
526.23,72.2892
527.06,73.1707
527.88,75
528.68,76.9231
529.46,76.9231
530.24,75.9494
531.03,75.9494
531.82,68.9655
533.59,68.1818
534.47,68.9655
535.34,71.4286
536.18,74.0741
536.99,75.9494
537.78,77.9221
538.55,77.9221
539.32,69.7674
542.12,67.4157
543.01,69.7674
543.87,68.9655
544.74,63.8298
545.68,63.8298
546.62,61.8557
547.59,63.1579
548.54,67.4157
549.43,66.6667
550.33,67.4157
551.22,72.2892
552.05,75.9494
552.84,80
553.59,78.9474
554.35,76.9231
555.13,76.9231
555.91,81.0811
556.65,83.3333
558.07,85.7143
558.77,81.0811
559.51,75.9494
560.3,74.0741
561.11,75.9494
561.9,77.9221
562.67,75.9494
563.46,76.9231
564.24,71.4286
565.08,71.4286
565.92,73.1707
566.74,75
567.54,76.9231
568.32,75
569.12,72.2892
569.95,74.0741
570.76,77.9221
571.53,81.0811
572.27,81.0811
573.01,82.1918
573.74,76.9231
574.52,69.7674
575.38,72.2892
576.21,75
577.01,71.4286
577.85,71.4286
578.69,73.1707
579.51,74.0741
580.32,73.1707
581.14,70.5882
581.99,68.1818
582.87,68.9655
583.74,71.4286
584.58,71.4286
585.42,68.9655
586.29,69.7674
587.15,70.5882
588,70.5882
588.85,75.9494
589.64,80
590.39,80
591.14,74.0741
591.95,64.5161
592.88,72.2892
593.71,76.9231
594.49,78.9474
595.25,75.9494
596.04,76.9231
596.82,77.9221
597.59,76.9231
598.37,74.0741
599.18,70.5882
600.03,71.4286
600.87,68.1818
601.75,67.4157
602.64,68.9655
603.51,68.9655
604.38,70.5882
605.23,70.5882
606.08,70.5882
606.93,68.1818
607.81,61.2245
608.79,62.5
609.75,65.2174
610.67,68.1818
611.55,75
612.35,78.9474
613.11,78.9474
613.87,75.9494
614.66,73.1707
615.48,76.9231
616.26,78.9474
617.02,77.9221
617.79,70.5882
618.64,66.6667
619.54,69.7674
620.4,71.4286
621.24,70.5882
622.09,65.9341
624,61.2245
624.98,60
625.98,61.2245
626.96,65.2174
627.88,64.5161
628.81,65.2174
629.73,71.4286
630.57,74.0741
631.38,76.9231
632.16,71.4286
633,65.2174
633.92,67.4157
634.81,70.5882
635.66,66.6667
636.56,68.1818
637.44,71.4286
638.28,71.4286
639.12,68.1818
640,67.4157
640.89,70.5882
641.74,68.1818
642.62,61.8557
643.59,61.2245
644.57,67.4157
645.46,71.4286
646.3,65.9341
647.21,68.9655
648.08,72.2892
648.91,75
649.71,71.4286
650.55,65.9341
651.46,67.4157
652.35,69.7674
653.21,69.7674
654.07,62.5
655.03,65.2174
655.95,72.2892
656.78,78.9474
659.73,80
660.48,82.1918
661.91,85.7143
662.61,82.1918
663.34,73.1707
667.98,61.2245
668.96,61.8557
669.93,63.1579
670.88,63.8298
671.82,61.8557
672.79,65.9341
673.7,71.4286
674.54,72.2892
675.37,66.6667
676.27,64.5161
677.2,67.4157
678.09,70.5882
678.94,67.4157
679.83,67.4157
680.72,67.4157
681.61,68.1818
682.49,69.7674
683.35,70.5882
