71.43,72.29,72.29,68.18,64.52,61.22,63.83,64.52,64.52,59.41,58.82,59.41,60.61,61.86,63.16,61.22,60.00,63.16,66.67,70.59,69.77,61.86,64.52,64.52,72.29,74.07,74.07,71.43,71.43,74.07
65.93,67.42,68.97,66.67,71.43,72.29,72.29,65.22,68.97,69.77,71.43,68.97,71.43,71.43,70.59,72.29,75.95,74.07,71.43,71.43,74.07,76.92,75.95,70.59,69.77,65.22,69.77,74.07,75.00,74.07
65.22,68.97,72.29,68.18,65.22,64.52,65.22,67.42,65.22,63.83,65.93,68.97,68.18,66.67,65.93,68.97,76.92,74.07,65.22,70.59,76.92,80.00,80.00,68.97,68.97,71.43,74.07,77.92,81.08,82.19
80.00,81.08,74.07,70.59,72.29,75.95,76.92,77.92,78.95,80.00,82.19,81.08,82.19,83.33,83.33,84.51,85.71,88.24,90.91,90.91,93.75,95.24,95.24,96.77,98.36,98.36,93.75,80.00,78.95,75.95
75.00,75.95,74.07,75.95,74.07,75.00,75.00,75.95,75.95,75.95,78.95,83.33,83.33,82.19,85.71,82.19,78.95,76.92,75.00,76.92,75.95,76.92,76.92,76.92,75.95,76.92,75.95,74.07,73.17,75.00
74.07,70.59,67.42,66.67,65.93,69.77,74.07,71.43,70.59,69.77,68.97,67.42,71.43,74.07,75.00,75.95,73.17,75.00,75.00,80.00,81.08,83.33,85.71,86.96,86.96,85.71,80.00,72.29,68.97,71.43
71.43,70.59,68.97,68.97,68.18,71.43,71.43,73.17,72.29,73.17,75.95,80.00,83.33,82.19,78.95,66.67,70.59,73.17,75.00,74.07,75.00,76.92,76.92,76.92,75.00,75.95,72.29,70.59,70.59,72.29
75.00,75.00,80.00,80.00,78.95,77.92,74.07,71.43,75.95,76.92,78.95,81.08,83.33,85.71,86.96,86.96,89.55,90.91,92.31,90.91,92.31,92.31,92.31,89.55,83.33,82.19,83.33,82.19,83.33,85.71
92.31,93.75,92.31,95.24,95.24,93.75,92.31,89.55,89.55,89.55,88.24,90.91,89.55,90.91,92.31,92.31,85.71,78.95,80.00,82.19,83.33,81.08,81.08,83.33,84.51,83.33,83.33,84.51,83.33,85.71
67.42,69.77,68.97,63.83,63.83,61.86,63.16,67.42,66.67,67.42,72.29,75.95,80.00,78.95,76.92,76.92,81.08,83.33,85.71,81.08,75.95,74.07,75.95,77.92,75.95,76.92,71.43,71.43,73.17,75.00
71.43,68.18,67.42,68.97,68.97,70.59,70.59,70.59,68.18,61.22,62.50,65.22,68.18,75.00,78.95,78.95,75.95,73.17,76.92,78.95,77.92,70.59,66.67,69.77,71.43,70.59,65.93,61.22,60.00,61.22
82.19,85.71,82.19,73.17,61.22,61.86,63.16,63.83,61.86,65.93,71.43,72.29,66.67,64.52,67.42,70.59,67.42,67.42,67.42,68.18,69.77,70.59,63.83,62.50,65.22,61.86,58.82,75.95,78.95,75.00
72.29,61.22,65.93,72.29,67.42,63.83,61.86,65.22,65.22,61.86,67.42,65.93,67.42,63.16,65.22,58.82,66.67,69.77,66.67,62.50,61.86,65.93,68.97,61.22,61.22,68.18,66.67,63.83,64.52,65.93
64.52,66.67,75.95,77.92,77.92,83.33,69.77,72.29,70.59,66.67,67.42,68.18,65.93,58.25,58.82,61.22,61.22,58.25,62.50,60.61,63.16,64.52,65.93,63.83,66.67,69.77,65.22,65.93,66.67,65.22
68.18,74.07,73.17,67.42,70.59,70.59,69.77,67.42,66.67,66.67,68.18,63.16,63.83,68.18,65.93,65.22,63.83,67.42,66.67,61.86,65.93,66.67,60.00,59.41,63.83,65.22,56.60,75.00,68.18,74.07
59.41,61.22,62.50,55.05,63.83,75.00,58.82,74.07,75.00,74.07,74.07,73.17,66.67,66.67,65.93,63.16,59.41,65.93,65.93,60.00,61.22,63.16,55.05,56.07,55.05,73.17,68.97,75.00,74.07,70.59
72.29,73.17,70.59,68.18,71.43,72.29,68.97,68.97,69.77,67.42,63.83,61.86,65.22,65.93,68.97,65.22,61.22,63.83,68.18,66.67,63.83,65.22,68.97,67.42,66.67,70.59,67.42,58.82,83.33,78.95
58.25,63.83,56.60,57.69,63.83,69.77,74.07,74.07,70.59,65.93,69.77,70.59,68.97,69.77,63.16,59.41,65.22,67.42,64.52,65.93,66.67,64.52,63.16,66.67,67.42,63.16,63.16,68.18,64.52,62.50
69.77,62.50,71.43,76.92,78.95,83.33,77.92,76.92,75.95,70.59,63.83,65.22,67.42,67.42,62.50,63.83,64.52,67.42,65.22,67.42,64.52,64.52,68.18,66.67,63.83,65.93,68.97,68.18,65.93,66.67
58.82,65.22,65.93,61.86,61.86,65.22,68.18,61.86,60.00,65.93,63.83,57.69,60.61,65.22,63.16,59.41,62.50,61.86,55.05,60.61,63.83,57.69,62.50,65.93,71.43,73.17,73.17,68.97,63.83,69.77
73.17,68.18,66.67,70.59,68.97,63.83,65.22,68.18,64.52,64.52,65.93,63.16,61.22,58.25,60.00,59.41,56.60,58.82,63.16,61.22,58.25,54.55,63.16,72.29,71.43,62.50,60.61,66.67,67.42,60.00
63.83,60.00,58.25,63.16,60.61,58.25,61.86,68.18,67.42,61.86,63.83,64.52,65.22,57.14,61.22,65.22,63.83,58.82,65.93,68.18,63.83,57.14,62.50,65.93,57.69,75.95,72.29,80.00,74.07,75.95
72.29,75.95,70.59,69.77,75.00,71.43,55.56,61.86,57.69,55.56,58.25,60.61,55.05,58.25,63.16,64.52,63.83,65.93,68.18,58.82,61.22,64.52,62.50,61.86,60.61,64.52,65.93,61.22,66.67,71.43
59.41,58.25,61.22,63.16,57.14,61.22,59.41,59.41,74.07,73.17,75.95,74.07,74.07,75.00,74.07,68.18,68.97,68.18,62.50,58.25,60.61,61.22,58.82,62.50,61.86,60.61,66.67,68.18,63.83,66.67
72.29,67.42,71.43,73.17,67.42,66.67,68.18,69.77,67.42,63.83,63.83,66.67,65.22,61.22,64.52,68.18,64.52,63.16,67.42,68.18,60.61,59.41,62.50,66.67,61.86,55.56,59.41,63.83,56.60,57.14
66.67,65.22,68.97,68.97,60.00,63.83,65.22,60.61,58.25,60.00,61.22,53.57,58.82,63.16,61.22,62.50,61.86,67.42,70.59,71.43,70.59,75.95,75.00,71.43,75.00,75.00,66.67,60.00,64.52,63.16
71.43,75.95,74.07,68.97,72.29,73.17,71.43,66.67,69.77,69.77,62.50,57.14,62.50,62.50,60.00,63.83,58.82,57.69,57.14,61.22,65.93,65.22,63.16,67.42,67.42,67.42,59.41,63.16,65.22,68.18
54.05,55.56,58.25,54.55,55.56,59.41,59.41,55.56,60.61,64.52,69.77,65.93,61.86,65.22,66.67,60.61,57.69,63.83,64.52,61.22,62.50,64.52,58.82,56.07,63.83,55.05,73.17,74.07,71.43,74.07
63.83,58.25,63.83,58.82,62.50,68.18,58.82,63.83,72.29,69.77,68.18,75.95,75.95,76.92,76.92,78.95,75.95,70.59,71.43,66.67,60.61,63.16,64.52,57.14,60.00,57.69,54.05,58.25,58.82,55.56
72.29,66.67,59.41,60.00,60.61,56.07,57.69,61.22,59.41,60.00,62.50,65.22,64.52,58.82,58.82,63.16,64.52,63.16,65.93,64.52,59.41,64.52,65.22,65.93,60.61,64.52,65.93,58.82,61.22,64.52
65.22,65.22,60.61,63.16,64.52,62.50,57.14,63.83,64.52,55.05,56.07,63.83,60.61,66.67,58.25,73.17,73.17,71.43,71.43,67.42,63.83,64.52,56.07,58.25,58.82,57.14,61.86,63.16,62.50,65.93
73.17,72.29,69.77,66.67,63.83,63.83,61.86,60.61,63.83,61.22,56.60,64.52,64.52,61.22,65.93,68.18,60.00,60.00,65.22,65.22,58.82,60.00,62.50,63.16,57.69,56.07,58.25,54.05,56.60,62.50
64.52,65.22,63.83,65.93,65.22,62.50,63.83,64.52,60.61,59.41,60.00,65.93,65.93,60.61,60.00,61.22,61.22,58.25,58.25,62.50,60.00,56.07,58.82,50.42,58.25,63.16,63.83,72.29,72.29,70.59
61.22,60.00,50.42,63.83,56.07,62.50,68.18,70.59,71.43,68.18,69.77,74.07,72.29,68.18,69.77,66.67,58.25,58.82,61.22,59.41,61.22,53.57,54.55,57.69,57.14,57.14,60.61,65.93,65.93,58.82
61.86,64.52,60.61,58.82,63.16,61.86,57.69,60.00,62.50,63.16,60.00,61.22,63.83,63.16,58.82,63.83,68.18,67.42,60.61,63.83,65.93,63.16,57.14,63.83,64.52,57.69,56.60,57.14,56.07,56.60
65.93,62.50,68.18,66.67,63.83,61.22,65.22,63.83,55.05,60.61,63.16,59.41,55.56,60.61,57.14,54.05,60.00,63.83,74.07,74.07,75.95,75.95,72.29,75.95,74.07,76.92,75.95,75.95,68.97,63.16
61.86,70.59,68.18,65.93,69.77,71.43,66.67,66.67,62.50,61.86,63.83,54.05,55.05,60.61,59.41,57.14,61.22,63.16,60.61,65.93,65.93,62.50,66.67,59.41,54.55,58.82,61.86,57.69,52.17,61.86
53.57,56.60,61.22,56.60,54.55,61.22,64.52,62.50,63.83,63.83,58.82,55.56,58.82,54.55,56.60,65.93,69.77,69.77,60.61,75.95,78.95,80.00,77.92,81.08,81.08,80.00,78.95,71.43,64.52,56.60
50.85,68.97,66.67,69.77,72.29,75.00,76.92,58.82,56.07,60.00,59.41,56.07,59.41,60.00,56.60,60.00,63.83,61.22,63.16,65.93,60.61,60.61,65.22,59.41,53.57,54.55,58.82,55.56,56.60,61.22
78.95,63.16,64.52,60.61,65.22,65.22,58.25,63.83,62.50,55.56,62.50,61.86,56.07,63.16,65.22,63.16,64.52,63.16,54.05,63.83,65.22,62.50,63.16,74.07,65.22,72.29,74.07,74.07,73.17,73.17
56.60,53.10,57.14,61.22,54.55,60.00,53.57,58.82,63.83,54.55,62.50,68.97,70.59,71.43,73.17,71.43,62.50,60.00,55.56,60.61,59.41,58.25,60.61,58.82,57.14,60.61,60.00,63.16,65.93,66.67
74.07,73.17,75.95,73.17,70.59,67.42,68.18,60.61,60.61,61.22,56.60,59.41,58.82,57.69,60.00,65.22,61.22,63.16,65.22,61.86,54.55,61.22,61.22,57.14,64.52,64.52,61.86,57.69,62.50,61.86
61.22,58.25,57.69,62.50,66.67,63.83,60.00,65.93,66.67,60.61,61.22,65.22,56.07,62.50,60.00,60.00,64.52,64.52,58.82,54.55,51.72,57.69,48.78,69.77,69.77,74.07,73.17,68.97,71.43,68.18
63.83,60.61,54.05,60.00,57.69,55.56,59.41,54.55,55.56,60.00,64.52,70.59,72.29,70.59,73.17,74.07,72.29,65.93,54.05,55.05,51.72,57.14,58.82,55.56,60.61,63.16,68.97,65.93,60.61,60.61
63.83,57.69,62.50,58.25,55.56,57.69,52.17,54.05,61.22,61.22,53.57,59.41,63.83,55.05,58.82,60.00,58.82,55.05,60.00,54.55,53.10,58.25,53.57,54.05,60.61,63.83,58.82,60.61,54.55,57.69
64.52,63.83,68.18,66.67,60.61,65.22,61.22,55.05,62.50,55.05,55.05,59.41,53.57,55.05,60.00,55.05,55.56,63.16,57.14,62.50,75.00,73.17,75.00,76.92,75.00,75.00,72.29,65.22,65.93,63.16
60.00,52.63,56.60,60.00,62.50,63.16,71.43,72.29,66.67,75.00,75.00,73.17,73.17,73.17,71.43,70.59,67.42,63.16,65.22,59.41,56.07,57.69,54.05,55.05,53.10,52.63,60.00,61.22,56.60,58.82
75.00,71.43,74.07,66.67,63.83,65.93,61.86,65.22,61.86,56.60,59.41,63.16,61.86,56.60,59.41,63.16,60.00,55.05,58.82,63.83,61.22,61.86,64.52,63.83,56.07,59.41,58.82,58.82,60.61,58.25
59.41,62.50,62.50,54.05,57.69,64.52,64.52,56.60,58.82,60.61,55.05,60.00,56.07,55.56,62.50,58.82,55.56,63.83,72.29,76.92,75.00,70.59,68.18,63.83,62.50,61.22,58.25,58.82,61.86,60.00
61.22,60.61,56.07,67.42,71.43,63.83,68.97,71.43,75.95,73.17,66.67,63.83,57.14,56.07,58.82,63.16,61.22,61.22,65.22,64.52,55.56,60.61,60.00,62.50,62.50,64.52,60.61,56.60,60.00,58.82
62.50,63.83,60.61,59.41,58.82,61.22,62.50,61.86,64.52,64.52,58.82,61.86,65.93,62.50,58.25,62.50,60.61,65.93,54.55,71.43,70.59,71.43,68.97,65.93,64.52,57.69,58.82,53.57,57.14,55.05
82.19,81.08,73.17,70.59,71.43,68.97,65.93,65.93,61.86,61.22,66.67,63.83,63.16,67.42,65.93,61.22,62.50,66.67,62.50,59.41,61.22,65.22,64.52,59.41,61.86,61.22,53.57,60.00,65.22,64.52
55.05,56.07,61.86,60.61,58.25,62.50,61.22,57.69,61.22,58.82,54.55,57.14,63.16,61.86,53.10,57.69,60.61,54.05,54.55,60.00,54.55,53.10,54.55,52.63,55.05,61.86,61.86,61.22,69.77,68.97
