'+AFs-19:05:00 03/06/2011+AF0-',68.5
'+AFs-19:06:00 03/06/2011+AF0-',66.6
'+AFs-19:07:00 03/06/2011+AF0-',65.7
'+AFs-19:08:00 03/06/2011+AF0-',64.7
'+AFs-19:09:00 03/06/2011+AF0-',67.6
'+AFs-19:10:00 03/06/2011+AF0-',68.5
'+AFs-19:11:00 03/06/2011+AF0-',68.2
'+AFs-19:12:00 03/06/2011+AF0-',69.5
'+AFs-19:13:00 03/06/2011+AF0-',68.5
'+AFs-19:14:00 03/06/2011+AF0-',68.5
'+AFs-19:15:00 03/06/2011+AF0-',66.2
'+AFs-19:16:00 03/06/2011+AF0-',62
'+AFs-19:17:00 03/06/2011+AF0-',64.6
'+AFs-19:18:00 03/06/2011+AF0-',66.9
'+AFs-19:19:00 03/06/2011+AF0-',64.1
'+AFs-19:20:00 03/06/2011+AF0-',65
'+AFs-19:21:00 03/06/2011+AF0-',67.4
'+AFs-19:22:00 03/06/2011+AF0-',65.6
'+AFs-19:23:00 03/06/2011+AF0-',66.9
'+AFs-19:24:00 03/06/2011+AF0-',65.6
'+AFs-19:25:00 03/06/2011+AF0-',63.2
'+AFs-19:26:00 03/06/2011+AF0-',63
'+AFs-19:27:00 03/06/2011+AF0-',62
'+AFs-19:28:00 03/06/2011+AF0-',62.1
'+AFs-19:29:00 03/06/2011+AF0-',62
'+AFs-19:30:00 03/06/2011+AF0-',64.1
'+AFs-19:31:00 03/06/2011+AF0-',64.2
'+AFs-19:32:00 03/06/2011+AF0-',67.2
'+AFs-19:33:00 03/06/2011+AF0-',68.1
'+AFs-19:34:00 03/06/2011+AF0-',67.3
'+AFs-19:35:00 03/06/2011+AF0-',70.3
'+AFs-19:36:00 03/06/2011+AF0-',70.7
'+AFs-19:37:00 03/06/2011+AF0-',74.6
'+AFs-19:38:00 03/06/2011+AF0-',72.2
'+AFs-19:39:00 03/06/2011+AF0-',70.3
'+AFs-19:40:00 03/06/2011+AF0-',68.7
'+AFs-19:41:00 03/06/2011+AF0-',69.3
'+AFs-19:42:00 03/06/2011+AF0-',67.3
'+AFs-19:43:00 03/06/2011+AF0-',67.3
'+AFs-19:44:00 03/06/2011+AF0-',67.3
'+AFs-19:45:00 03/06/2011+AF0-',66.2
'+AFs-19:46:00 03/06/2011+AF0-',67.5
'+AFs-19:47:00 03/06/2011+AF0-',66
'+AFs-19:48:00 03/06/2011+AF0-',66.9
'+AFs-19:49:00 03/06/2011+AF0-',66.1
'+AFs-19:50:00 03/06/2011+AF0-',66.9
'+AFs-19:51:00 03/06/2011+AF0-',68.1
