'+AFs-16:30:00 04/09/2008+AF0-',0
'+AFs-16:31:00 04/09/2008+AF0-',0
'+AFs-16:32:00 04/09/2008+AF0-',0
'+AFs-16:33:00 04/09/2008+AF0-',0
'+AFs-16:34:00 04/09/2008+AF0-',0
'+AFs-16:35:00 04/09/2008+AF0-',0
'+AFs-16:36:00 04/09/2008+AF0-',0
'+AFs-16:37:00 04/09/2008+AF0-',0
'+AFs-16:38:00 04/09/2008+AF0-',0
'+AFs-16:39:00 04/09/2008+AF0-',0
'+AFs-16:40:00 04/09/2008+AF0-',0
'+AFs-16:41:00 04/09/2008+AF0-',0
'+AFs-16:42:00 04/09/2008+AF0-',0
'+AFs-16:43:00 04/09/2008+AF0-',0
'+AFs-16:44:00 04/09/2008+AF0-',0
'+AFs-16:45:00 04/09/2008+AF0-',0
'+AFs-16:46:00 04/09/2008+AF0-',0
'+AFs-16:47:00 04/09/2008+AF0-',0
'+AFs-16:48:00 04/09/2008+AF0-',0
'+AFs-16:49:00 04/09/2008+AF0-',0
'+AFs-16:50:00 04/09/2008+AF0-',0
'+AFs-16:51:00 04/09/2008+AF0-',0
'+AFs-16:52:00 04/09/2008+AF0-',0
'+AFs-16:53:00 04/09/2008+AF0-',0
'+AFs-16:54:00 04/09/2008+AF0-',0
'+AFs-16:55:00 04/09/2008+AF0-',0
'+AFs-16:56:00 04/09/2008+AF0-',0
'+AFs-16:57:00 04/09/2008+AF0-',0
'+AFs-16:58:00 04/09/2008+AF0-',0
'+AFs-16:59:00 04/09/2008+AF0-',0
'+AFs-17:00:00 04/09/2008+AF0-',0
'+AFs-17:01:00 04/09/2008+AF0-',0
'+AFs-17:02:00 04/09/2008+AF0-',0
'+AFs-17:03:00 04/09/2008+AF0-',0
'+AFs-17:04:00 04/09/2008+AF0-',0
'+AFs-17:05:00 04/09/2008+AF0-',0
'+AFs-17:06:00 04/09/2008+AF0-',0
'+AFs-17:07:00 04/09/2008+AF0-',0
'+AFs-17:08:00 04/09/2008+AF0-',0
'+AFs-17:09:00 04/09/2008+AF0-',0
'+AFs-17:10:00 04/09/2008+AF0-',0
'+AFs-17:11:00 04/09/2008+AF0-',0
'+AFs-17:12:00 04/09/2008+AF0-',0
'+AFs-17:13:00 04/09/2008+AF0-',0
'+AFs-17:14:00 04/09/2008+AF0-',0
'+AFs-17:15:00 04/09/2008+AF0-',0
'+AFs-17:16:00 04/09/2008+AF0-',0
'+AFs-17:17:00 04/09/2008+AF0-',0
'+AFs-17:18:00 04/09/2008+AF0-',0
'+AFs-17:19:00 04/09/2008+AF0-',0
'+AFs-17:20:00 04/09/2008+AF0-',0
'+AFs-17:21:00 04/09/2008+AF0-',0
'+AFs-17:22:00 04/09/2008+AF0-',0
'+AFs-17:23:00 04/09/2008+AF0-',0
'+AFs-17:24:00 04/09/2008+AF0-',0
'+AFs-17:25:00 04/09/2008+AF0-',0
'+AFs-17:26:00 04/09/2008+AF0-',0
'+AFs-17:27:00 04/09/2008+AF0-',0
'+AFs-17:28:00 04/09/2008+AF0-',0
'+AFs-17:29:00 04/09/2008+AF0-',0
'+AFs-17:30:00 04/09/2008+AF0-',0
'+AFs-17:31:00 04/09/2008+AF0-',0
'+AFs-17:32:00 04/09/2008+AF0-',0
'+AFs-17:33:00 04/09/2008+AF0-',0
