'+AFs-04:20:00 31/10/2012+AF0-',71.4
'+AFs-04:21:00 31/10/2012+AF0-',72.1
'+AFs-04:22:00 31/10/2012+AF0-',72.5
'+AFs-04:23:00 31/10/2012+AF0-',73.1
'+AFs-04:24:00 31/10/2012+AF0-',71.9
'+AFs-04:25:00 31/10/2012+AF0-',72.2
'+AFs-04:26:00 31/10/2012+AF0-',73.4
'+AFs-04:27:00 31/10/2012+AF0-',72.9
'+AFs-04:28:00 31/10/2012+AF0-',72.9
'+AFs-04:29:00 31/10/2012+AF0-',73
'+AFs-04:30:00 31/10/2012+AF0-',72.5
'+AFs-04:31:00 31/10/2012+AF0-',72.5
'+AFs-04:32:00 31/10/2012+AF0-',72.9
'+AFs-04:33:00 31/10/2012+AF0-',74.8
'+AFs-04:34:00 31/10/2012+AF0-',73.7
'+AFs-04:35:00 31/10/2012+AF0-',72.5
'+AFs-04:36:00 31/10/2012+AF0-',73
'+AFs-04:37:00 31/10/2012+AF0-',75
'+AFs-04:38:00 31/10/2012+AF0-',74.3
'+AFs-04:39:00 31/10/2012+AF0-',74.1
'+AFs-04:40:00 31/10/2012+AF0-',74.2
'+AFs-04:41:00 31/10/2012+AF0-',74.2
'+AFs-04:42:00 31/10/2012+AF0-',75.7
'+AFs-04:43:00 31/10/2012+AF0-',74.5
'+AFs-04:44:00 31/10/2012+AF0-',76.8
'+AFs-04:45:00 31/10/2012+AF0-',78.4
'+AFs-04:46:00 31/10/2012+AF0-',77.5
'+AFs-04:47:00 31/10/2012+AF0-',75.7
'+AFs-04:48:00 31/10/2012+AF0-',76.1
'+AFs-04:49:00 31/10/2012+AF0-',76.4
'+AFs-04:50:00 31/10/2012+AF0-',75.6
'+AFs-04:51:00 31/10/2012+AF0-',75.4
'+AFs-04:52:00 31/10/2012+AF0-',75.3
'+AFs-04:53:00 31/10/2012+AF0-',75.5
'+AFs-04:54:00 31/10/2012+AF0-',74.7
'+AFs-04:55:00 31/10/2012+AF0-',74.6
'+AFs-04:56:00 31/10/2012+AF0-',74.7
'+AFs-04:57:00 31/10/2012+AF0-',74.4
'+AFs-04:58:00 31/10/2012+AF0-',73.9
'+AFs-04:59:00 31/10/2012+AF0-',73.9
'+AFs-05:00:00 31/10/2012+AF0-',113.6
'+AFs-05:01:00 31/10/2012+AF0-',67.7
'+AFs-05:02:00 31/10/2012+AF0-',74.3
'+AFs-05:03:00 31/10/2012+AF0-',73.5
'+AFs-05:04:00 31/10/2012+AF0-',73.2
'+AFs-05:05:00 31/10/2012+AF0-',73.1
'+AFs-05:06:00 31/10/2012+AF0-',75.1
'+AFs-05:07:00 31/10/2012+AF0-',75.4
'+AFs-05:08:00 31/10/2012+AF0-',74.9
'+AFs-05:09:00 31/10/2012+AF0-',74.1
'+AFs-05:10:00 31/10/2012+AF0-',73.9
'+AFs-05:11:00 31/10/2012+AF0-',75.3
'+AFs-05:12:00 31/10/2012+AF0-',75.4
'+AFs-05:13:00 31/10/2012+AF0-',76
'+AFs-05:14:00 31/10/2012+AF0-',76.6
'+AFs-05:15:00 31/10/2012+AF0-',74.9
'+AFs-05:16:00 31/10/2012+AF0-',73.6
'+AFs-05:17:00 31/10/2012+AF0-',72.9
'+AFs-05:18:00 31/10/2012+AF0-',75.5
'+AFs-05:19:00 31/10/2012+AF0-',75.8
'+AFs-05:20:00 31/10/2012+AF0-',74.8
'+AFs-05:21:00 31/10/2012+AF0-',74.5
'+AFs-05:22:00 31/10/2012+AF0-',76.6
'+AFs-05:23:00 31/10/2012+AF0-',80
'+AFs-05:24:00 31/10/2012+AF0-',78.7
'+AFs-05:25:00 31/10/2012+AF0-',77.3
'+AFs-05:26:00 31/10/2012+AF0-',76.9
'+AFs-05:27:00 31/10/2012+AF0-',77.4
'+AFs-05:28:00 31/10/2012+AF0-',77.1
'+AFs-05:29:00 31/10/2012+AF0-',77.2
'+AFs-05:30:00 31/10/2012+AF0-',75.6
'+AFs-05:31:00 31/10/2012+AF0-',76
'+AFs-05:32:00 31/10/2012+AF0-',76.5
'+AFs-05:33:00 31/10/2012+AF0-',76.8
'+AFs-05:34:00 31/10/2012+AF0-',76.8
'+AFs-05:35:00 31/10/2012+AF0-',75.9
'+AFs-05:36:00 31/10/2012+AF0-',75.5
'+AFs-05:37:00 31/10/2012+AF0-',74.7
'+AFs-05:38:00 31/10/2012+AF0-',75.1
'+AFs-05:39:00 31/10/2012+AF0-',75.7
'+AFs-05:40:00 31/10/2012+AF0-',75.4
'+AFs-05:41:00 31/10/2012+AF0-',75.7
'+AFs-05:42:00 31/10/2012+AF0-',74.5
'+AFs-05:43:00 31/10/2012+AF0-',74.7
'+AFs-05:44:00 31/10/2012+AF0-',75.4
'+AFs-05:45:00 31/10/2012+AF0-',74.6
'+AFs-05:46:00 31/10/2012+AF0-',74.8
'+AFs-05:47:00 31/10/2012+AF0-',75.1
'+AFs-05:48:00 31/10/2012+AF0-',74.4
'+AFs-05:49:00 31/10/2012+AF0-',74.5
'+AFs-05:50:00 31/10/2012+AF0-',75.6
'+AFs-05:51:00 31/10/2012+AF0-',76.2
'+AFs-05:52:00 31/10/2012+AF0-',75.4
'+AFs-05:53:00 31/10/2012+AF0-',75.7
'+AFs-05:54:00 31/10/2012+AF0-',76.7
'+AFs-05:55:00 31/10/2012+AF0-',77
'+AFs-05:56:00 31/10/2012+AF0-',76.2
'+AFs-05:57:00 31/10/2012+AF0-',75.2
'+AFs-05:58:00 31/10/2012+AF0-',74.9
'+AFs-05:59:00 31/10/2012+AF0-',73.7
'+AFs-06:00:00 31/10/2012+AF0-',73.8
'+AFs-06:01:00 31/10/2012+AF0-',73.4
