'+AFs-22:25:00 31/01/2013+AF0-',95.9
'+AFs-22:26:00 31/01/2013+AF0-',97.3
'+AFs-22:27:00 31/01/2013+AF0-',97.8
'+AFs-22:28:00 31/01/2013+AF0-',98.5
'+AFs-22:29:00 31/01/2013+AF0-',98.8
'+AFs-22:30:00 31/01/2013+AF0-',96
'+AFs-22:31:00 31/01/2013+AF0-',93.9
'+AFs-22:32:00 31/01/2013+AF0-',90.9
'+AFs-22:33:00 31/01/2013+AF0-',93.4
'+AFs-22:34:00 31/01/2013+AF0-',96.9
'+AFs-22:35:00 31/01/2013+AF0-',96.7
'+AFs-22:36:00 31/01/2013+AF0-',97.2
'+AFs-22:37:00 31/01/2013+AF0-',99.6
'+AFs-22:38:00 31/01/2013+AF0-',99.9
'+AFs-22:39:00 31/01/2013+AF0-',99.8
'+AFs-22:40:00 31/01/2013+AF0-',100.4
'+AFs-22:41:00 31/01/2013+AF0-',96.3
'+AFs-22:42:00 31/01/2013+AF0-',95.2
'+AFs-22:43:00 31/01/2013+AF0-',90.6
'+AFs-22:44:00 31/01/2013+AF0-',90.5
'+AFs-22:45:00 31/01/2013+AF0-',94.6
'+AFs-22:46:00 31/01/2013+AF0-',93.8
'+AFs-22:47:00 31/01/2013+AF0-',94.8
'+AFs-22:48:00 31/01/2013+AF0-',95.2
'+AFs-22:49:00 31/01/2013+AF0-',96.2
'+AFs-22:50:00 31/01/2013+AF0-',96.9
'+AFs-22:51:00 31/01/2013+AF0-',95.8
'+AFs-22:52:00 31/01/2013+AF0-',96
'+AFs-22:53:00 31/01/2013+AF0-',96.4
'+AFs-22:54:00 31/01/2013+AF0-',98.2
'+AFs-22:55:00 31/01/2013+AF0-',99.8
'+AFs-22:56:00 31/01/2013+AF0-',101
'+AFs-22:57:00 31/01/2013+AF0-',98.4
'+AFs-22:58:00 31/01/2013+AF0-',97.7
'+AFs-22:59:00 31/01/2013+AF0-',95.4
'+AFs-23:00:00 31/01/2013+AF0-',93.3
'+AFs-23:01:00 31/01/2013+AF0-',98.4
'+AFs-23:02:00 31/01/2013+AF0-',98.8
'+AFs-23:03:00 31/01/2013+AF0-',99.9
'+AFs-23:04:00 31/01/2013+AF0-',99.7
'+AFs-23:05:00 31/01/2013+AF0-',100.4
'+AFs-23:06:00 31/01/2013+AF0-',99.7
'+AFs-23:07:00 31/01/2013+AF0-',96.4
'+AFs-23:08:00 31/01/2013+AF0-',93.5
'+AFs-23:09:00 31/01/2013+AF0-',94.3
'+AFs-23:10:00 31/01/2013+AF0-',94.6
'+AFs-23:11:00 31/01/2013+AF0-',95.6
'+AFs-23:12:00 31/01/2013+AF0-',97
'+AFs-23:13:00 31/01/2013+AF0-',90.2
'+AFs-23:14:00 31/01/2013+AF0-',91.4
'+AFs-23:15:00 31/01/2013+AF0-',92.3
'+AFs-23:16:00 31/01/2013+AF0-',92.4
'+AFs-23:17:00 31/01/2013+AF0-',94
'+AFs-23:18:00 31/01/2013+AF0-',95.7
'+AFs-23:19:00 31/01/2013+AF0-',94.5
'+AFs-23:20:00 31/01/2013+AF0-',96.7
'+AFs-23:21:00 31/01/2013+AF0-',95.9
'+AFs-23:22:00 31/01/2013+AF0-',93.6
'+AFs-23:23:00 31/01/2013+AF0-',94.2
'+AFs-23:24:00 31/01/2013+AF0-',99.4
'+AFs-23:25:00 31/01/2013+AF0-',97.9
'+AFs-23:26:00 31/01/2013+AF0-',95.4
'+AFs-23:27:00 31/01/2013+AF0-',95.6
'+AFs-23:28:00 31/01/2013+AF0-',96
'+AFs-23:29:00 31/01/2013+AF0-',96.1
'+AFs-23:30:00 31/01/2013+AF0-',96.1
'+AFs-23:31:00 31/01/2013+AF0-',95.2
'+AFs-23:32:00 31/01/2013+AF0-',92.6
'+AFs-23:33:00 31/01/2013+AF0-',90.1
'+AFs-23:34:00 31/01/2013+AF0-',96.2
'+AFs-23:35:00 31/01/2013+AF0-',95.9
'+AFs-23:36:00 31/01/2013+AF0-',96.6
'+AFs-23:37:00 31/01/2013+AF0-',95
'+AFs-23:38:00 31/01/2013+AF0-',92.4
'+AFs-23:39:00 31/01/2013+AF0-',98.7
'+AFs-23:40:00 31/01/2013+AF0-',96.4
'+AFs-23:41:00 31/01/2013+AF0-',97.2
'+AFs-23:42:00 31/01/2013+AF0-',97.5
'+AFs-23:43:00 31/01/2013+AF0-',97.9
'+AFs-23:44:00 31/01/2013+AF0-',97.8
'+AFs-23:45:00 31/01/2013+AF0-',96.3
'+AFs-23:46:00 31/01/2013+AF0-',94.4
'+AFs-23:47:00 31/01/2013+AF0-',92.2
'+AFs-23:48:00 31/01/2013+AF0-',91.8
'+AFs-23:49:00 31/01/2013+AF0-',88.5
'+AFs-23:50:00 31/01/2013+AF0-',87.3
'+AFs-23:51:00 31/01/2013+AF0-',86.7
'+AFs-23:52:00 31/01/2013+AF0-',87.3
'+AFs-23:53:00 31/01/2013+AF0-',86.9
'+AFs-23:54:00 31/01/2013+AF0-',88.8
'+AFs-23:55:00 31/01/2013+AF0-',88.5
'+AFs-23:56:00 31/01/2013+AF0-',88.2
'+AFs-23:57:00 31/01/2013+AF0-',88.7
'+AFs-23:58:00 31/01/2013+AF0-',88.8
'+AFs-23:59:00 31/01/2013+AF0-',88.4
'+AFs-00:00:00 01/02/2013+AF0-',89
'+AFs-00:01:00 01/02/2013+AF0-',104
'+AFs-00:02:00 01/02/2013+AF0-',106.1
'+AFs-00:03:00 01/02/2013+AF0-',107.8
'+AFs-00:04:00 01/02/2013+AF0-',107.2
'+AFs-00:05:00 01/02/2013+AF0-',102.8
'+AFs-00:06:00 01/02/2014+AF0-',99.7
'+AFs-00:07:00 01/02/2013+AF0-',103
'+AFs-00:08:00 01/02/2013+AF0-',99.4
'+AFs-00:09:00 01/02/2013+AF0-',98.1
'+AFs-00:10:00 01/02/2013+AF0-',94.4
