'[20:00:00 30/06/2016]',74.2
'[20:01:00 30/06/2016]',78
'[20:02:00 30/06/2016]',81
'[20:03:00 30/06/2016]',80
'[20:04:00 30/06/2016]',81
'[20:05:00 30/06/2016]',84.8
'[20:06:00 30/06/2016]',86.5
'[20:07:00 30/06/2016]',82
'[20:08:00 30/06/2016]',79.8
'[20:09:00 30/06/2016]',80.1
'[20:10:00 30/06/2016]',81.9
'[20:11:00 30/06/2016]',78.4
'[20:12:00 30/06/2016]',79.8
'[20:13:00 30/06/2016]',79.6
'[20:14:00 30/06/2016]',78.5
'[20:15:00 30/06/2016]',77.2
'[20:16:00 30/06/2016]',78.4
'[20:17:00 30/06/2016]',79
'[20:18:00 30/06/2016]',80.7
'[20:19:00 30/06/2016]',83.2
'[20:20:00 30/06/2016]',81.7
'[20:21:00 30/06/2016]',82.2
'[20:22:00 30/06/2016]',82.1
'[20:23:00 30/06/2016]',80.5
'[20:24:00 30/06/2016]',78.8
'[20:25:00 30/06/2016]',79.4
'[20:26:00 30/06/2016]',77.5
'[20:27:00 30/06/2016]',81.8
'[20:28:00 30/06/2016]',83.2
'[20:29:00 30/06/2016]',81.4
'[20:30:00 30/06/2016]',80.2
'[20:31:00 30/06/2016]',80.7
'[20:32:00 30/06/2016]',81.2
'[20:33:00 30/06/2016]',79
'[20:34:00 30/06/2016]',77.4
'[20:35:00 30/06/2016]',77.4
'[20:36:00 30/06/2016]',77.4
'[20:37:00 30/06/2016]',76.2
'[20:38:00 30/06/2016]',79.1
'[20:39:00 30/06/2016]',77.3
'[20:40:00 30/06/2016]',77.4
'[20:41:00 30/06/2016]',77
'[20:42:00 30/06/2016]',78.5
'[20:43:00 30/06/2016]',79.6
'[20:44:00 30/06/2016]',78.2
'[20:45:00 30/06/2016]',79.8
'[20:46:00 30/06/2016]',81.8
'[20:47:00 30/06/2016]',91.9
'[20:48:00 30/06/2016]',89.1
'[20:49:00 30/06/2016]',86.2
'[20:50:00 30/06/2016]',84.9
'[20:51:00 30/06/2016]',82.1
'[20:52:00 30/06/2016]',81.8
'[20:53:00 30/06/2016]',79
'[20:54:00 30/06/2016]',79
'[20:55:00 30/06/2016]',79.4
'[20:56:00 30/06/2016]',78.6
'[20:57:00 30/06/2016]',79.4
'[20:58:00 30/06/2016]',79
'[20:59:00 30/06/2016]',79.6
