'+AFs-06:20:00 31/10/2012+AF0-',72.1
'+AFs-06:21:00 31/10/2012+AF0-',71.5
'+AFs-06:22:00 31/10/2012+AF0-',71.3
'+AFs-06:23:00 31/10/2012+AF0-',72
'+AFs-06:24:00 31/10/2012+AF0-',71.2
'+AFs-06:25:00 31/10/2012+AF0-',70.7
'+AFs-06:26:00 31/10/2012+AF0-',71.9
'+AFs-06:27:00 31/10/2012+AF0-',74.3
'+AFs-06:28:00 31/10/2012+AF0-',77.7
'+AFs-06:29:00 31/10/2012+AF0-',75.9
'+AFs-06:30:00 31/10/2012+AF0-',75.1
'+AFs-06:31:00 31/10/2012+AF0-',74.4
'+AFs-06:32:00 31/10/2012+AF0-',73.8
'+AFs-06:33:00 31/10/2012+AF0-',73.1
'+AFs-06:34:00 31/10/2012+AF0-',72.8
'+AFs-06:35:00 31/10/2012+AF0-',72
'+AFs-06:36:00 31/10/2012+AF0-',71.9
'+AFs-06:37:00 31/10/2012+AF0-',72
'+AFs-06:38:00 31/10/2012+AF0-',72.2
'+AFs-06:39:00 31/10/2012+AF0-',71.9
'+AFs-06:40:00 31/10/2012+AF0-',72.5
'+AFs-06:41:00 31/10/2012+AF0-',73.5
'+AFs-06:42:00 31/10/2012+AF0-',73.1
'+AFs-06:43:00 31/10/2012+AF0-',71.4
'+AFs-06:44:00 31/10/2012+AF0-',71.5
'+AFs-06:45:00 31/10/2012+AF0-',71.6
'+AFs-06:46:00 31/10/2012+AF0-',71
'+AFs-06:47:00 31/10/2012+AF0-',71.1
'+AFs-06:48:00 31/10/2012+AF0-',72.6
'+AFs-06:49:00 31/10/2012+AF0-',73.7
'+AFs-06:50:00 31/10/2012+AF0-',72.3
'+AFs-06:51:00 31/10/2012+AF0-',71.4
'+AFs-06:52:00 31/10/2012+AF0-',71.9
'+AFs-06:53:00 31/10/2012+AF0-',71
'+AFs-06:54:00 31/10/2012+AF0-',70.8
'+AFs-06:55:00 31/10/2012+AF0-',71.1
'+AFs-06:56:00 31/10/2012+AF0-',73.6
'+AFs-06:57:00 31/10/2012+AF0-',74.4
'+AFs-06:58:00 31/10/2012+AF0-',73.6
'+AFs-06:59:00 31/10/2012+AF0-',73.1
'+AFs-07:00:00 31/10/2012+AF0-',70.5
'+AFs-07:01:00 31/10/2012+AF0-',71
'+AFs-07:02:00 31/10/2012+AF0-',70
'+AFs-07:03:00 31/10/2012+AF0-',69.9
'+AFs-07:04:00 31/10/2012+AF0-',69.4
'+AFs-07:05:00 31/10/2012+AF0-',67.9
'+AFs-07:06:00 31/10/2012+AF0-',67
'+AFs-07:07:00 31/10/2012+AF0-',66.4
'+AFs-07:08:00 31/10/2012+AF0-',66.7
'+AFs-07:09:00 31/10/2012+AF0-',66.3
'+AFs-07:10:00 31/10/2012+AF0-',67
'+AFs-07:11:00 31/10/2012+AF0-',66.9
'+AFs-07:12:00 31/10/2012+AF0-',69.1
'+AFs-07:13:00 31/10/2012+AF0-',69.5
'+AFs-07:14:00 31/10/2012+AF0-',68.3
'+AFs-07:15:00 31/10/2012+AF0-',69.6
'+AFs-07:16:00 31/10/2012+AF0-',71.4
'+AFs-07:17:00 31/10/2012+AF0-',72
'+AFs-07:18:00 31/10/2012+AF0-',71.5
'+AFs-07:19:00 31/10/2012+AF0-',71.7
